t,mode,px_des,py_des,pz_des,vx_des,vy_des,vz_des,ax_des,ay_des,az_des,yaw_des,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,thrust_cmd,tau_x,tau_y,tau_z,rpm0,rpm1,rpm2,rpm3,rpm4,rpm5,rpm6,rpm7,alloc_residual,qp_iter
0.055282,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.988427,-0.000000,-0.000000,-0.311398,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4858.175086,-0.000000,0.000000,-0.000000,2072.790490,2188.499655,2072.790490,2188.499655,2072.790490,2188.499655,2072.790490,2188.499655,0.007795,75
0.060371,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.986800,-0.000000,-0.000000,-0.319713,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4871.588336,-0.000000,0.000000,-0.000000,2075.554223,2191.412104,2075.554223,2191.412104,2075.554223,2191.412104,2075.554223,2191.412104,0.008108,75
0.065230,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.985217,-0.000000,-0.000000,-0.325827,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4882.561157,-0.000000,0.000000,-0.000000,2077.812797,2193.789291,2077.812797,2193.789291,2077.812797,2193.789291,2077.812797,2193.789291,0.008366,75
0.070276,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.983550,-0.000000,-0.000000,-0.330479,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4891.038296,-0.000000,0.000000,-0.000000,2079.556226,2195.622760,2079.556226,2195.622760,2079.556226,2195.622760,2079.556226,2195.622760,0.008565,75
0.075242,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.981893,-0.000000,-0.000000,-0.333657,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4897.975776,-0.000000,0.000000,-0.000000,2080.982047,2197.121407,2080.982047,2197.121407,2080.982047,2197.121407,2080.982047,2197.121407,0.008729,75
0.080400,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.980161,-0.000000,-0.000000,-0.335672,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4903.259823,-0.000000,0.000000,-0.000000,2082.067457,2198.261862,2082.067457,2198.261862,2082.067457,2198.261862,2082.067457,2198.261862,0.008854,75
0.085365,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.978490,-0.000000,-0.000000,-0.336610,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4907.327222,-0.000000,0.000000,-0.000000,2082.902597,2199.139172,2082.902597,2199.139172,2082.902597,2199.139172,2082.902597,2199.139172,0.008950,75
0.090225,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.976854,-0.000000,-0.000000,-0.336718,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4910.132518,-0.000000,0.000000,-0.000000,2083.478412,2199.743989,2083.478412,2199.743989,2083.478412,2199.743989,2083.478412,2199.743989,0.009016,75
0.095262,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.975161,-0.000000,-0.000000,-0.336094,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4911.976299,-0.000000,0.000000,-0.000000,2083.856783,2200.141391,2083.856783,2200.141391,2083.856783,2200.141391,2083.856783,2200.141391,0.009060,75
0.100223,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.973499,-0.000000,-0.000000,-0.334879,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4913.063681,-0.000000,0.000000,-0.000000,2084.079899,2200.375722,2084.079899,2200.375722,2084.079899,2200.375722,2084.079899,2200.375722,0.009086,75
0.105222,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.971834,-0.000000,-0.000000,-0.333143,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4913.460610,-0.000000,0.000000,-0.000000,2084.161337,2200.461252,2084.161337,2200.461252,2084.161337,2200.461252,2084.161337,2200.461252,0.009095,75
0.110433,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.970110,-0.000000,-0.000000,-0.330867,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4913.281533,-0.000000,0.000000,-0.000000,2084.124596,2200.422665,2084.124596,2200.422665,2084.124596,2200.422665,2084.124596,2200.422665,0.009091,75
0.115232,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.968534,-0.000000,-0.000000,-0.328444,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4912.563310,-0.000000,0.000000,-0.000000,2083.977233,2200.267896,2083.977233,2200.267896,2083.977233,2200.267896,2083.977233,2200.267896,0.009074,75
0.120234,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.966905,-0.000000,-0.000000,-0.325620,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4911.524895,-0.000000,0.000000,-0.000000,2083.764155,2200.044105,2083.764155,2200.044105,2083.764155,2200.044105,2083.764155,2200.044105,0.009049,75
0.125224,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.965295,-0.000000,-0.000000,-0.322556,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4910.095076,-0.000000,0.000000,-0.000000,2083.470728,2199.735917,2083.470728,2199.735917,2083.470728,2199.735917,2083.470728,2199.735917,0.009015,75
0.130407,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.963641,-0.000000,-0.000000,-0.319155,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4908.378272,-0.000000,0.000000,-0.000000,2083.118353,2199.365801,2083.118353,2199.365801,2083.118353,2199.365801,2083.118353,2199.365801,0.008975,75
0.135389,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.962068,-0.000000,-0.000000,-0.315722,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4906.332834,-0.000000,0.000000,-0.000000,2082.698452,2198.924732,2082.698452,2198.924732,2082.698452,2198.924732,2082.698452,2198.924732,0.008926,75
0.140227,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.960557,-0.000000,-0.000000,-0.312261,1.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,4904.165600,-0.000000,0.000000,-0.000000,2082.253463,2198.457273,2082.253463,2198.457273,2082.253463,2198.457273,2082.253463,2198.457273,0.008875,75
0.145270,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.959001,-0.000000,-0.000000,-0.308544,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4901.903028,-0.000000,0.000000,-0.000000,2081.788804,2197.969105,2081.788804,2197.969105,2081.788804,2197.969105,2081.788804,2197.969105,0.008822,75
0.150246,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.957485,-0.000000,-0.000000,-0.304790,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4899.401857,-0.000000,0.000000,-0.000000,2081.275033,2197.429282,2081.275033,2197.429282,2081.275033,2197.429282,2081.275033,2197.429282,0.008762,75
0.155388,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.955938,-0.000000,-0.000000,-0.300840,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4896.818877,-0.000000,0.000000,-0.000000,2080.744337,2196.871600,2080.744337,2196.871600,2080.744337,2196.871600,2080.744337,2196.871600,0.008701,75
0.160349,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.954465,-0.000000,-0.000000,-0.296979,1.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,4894.048880,-0.000000,0.000000,-0.000000,2080.175082,2196.273305,2080.175082,2196.273305,2080.175082,2196.273305,2080.175082,2196.273305,0.008636,75
0.165220,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.953037,-0.000000,-0.000000,-0.293152,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4891.300819,-0.000000,0.000000,-0.000000,2079.610197,2195.679499,2079.610197,2195.679499,2079.610197,2195.679499,2079.610197,2195.679499,0.008571,75
0.170221,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.951590,-0.000000,-0.000000,-0.289197,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4888.542801,-0.000000,0.000000,-0.000000,2079.043129,2195.083286,2079.043129,2195.083286,2079.043129,2195.083286,2079.043129,2195.083286,0.008506,75
0.175335,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.950132,-0.000000,-0.000000,-0.285135,1.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,4885.661219,-0.000000,0.000000,-0.000000,2078.450511,2194.460080,2078.450511,2194.460080,2078.450511,2194.460080,2078.450511,2194.460080,0.008439,75
0.180323,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.948730,-0.000000,-0.000000,-0.281165,1.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,4882.673165,-0.000000,0.000000,-0.000000,2077.835841,2193.813533,2077.835841,2193.813533,2077.835841,2193.813533,2077.835841,2193.813533,0.008368,75
0.185313,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.947347,-0.000000,-0.000000,-0.277190,1.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,4879.728313,-0.000000,0.000000,-0.000000,2077.229904,2193.176014,2077.229904,2193.176014,2077.229904,2193.176014,2077.229904,2193.176014,0.008299,75
0.190315,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.945980,-0.000000,-0.000000,-0.273211,1.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,4876.759178,-0.000000,0.000000,-0.000000,2076.618817,2192.532908,2076.618817,2192.532908,2076.618817,2192.532908,2076.618817,2192.532908,0.008230,75
0.195330,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.944630,-0.000000,-0.000000,-0.269229,1.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,4873.766339,-0.000000,0.000000,-0.000000,2076.002696,2191.884324,2076.002696,2191.884324,2076.002696,2191.884324,2076.002696,2191.884324,0.008159,75
0.200335,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.943302,-0.000000,-0.000000,-0.265269,1.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,4870.754358,-0.000000,0.000000,-0.000000,2075.382477,2191.231236,2075.382477,2191.231236,2075.382477,2191.231236,2075.382477,2191.231236,0.008089,75
0.205331,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.941996,-0.000000,-0.000000,-0.261331,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,4867.742060,-0.000000,0.000000,-0.000000,2074.762035,2190.577715,2074.762035,2190.577715,2074.762035,2190.577715,2074.762035,2190.577715,0.008018,75
0.210317,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.940713,-0.000000,-0.000000,-0.257421,1.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,4864.731858,-0.000000,0.000000,-0.000000,2074.141869,2189.924277,2074.141869,2189.924277,2074.141869,2189.924277,2074.141869,2189.924277,0.007948,75
0.215338,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.939440,-0.000000,-0.000000,-0.253503,1.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,4861.728386,-0.000000,0.000000,-0.000000,2073.522932,2189.271924,2073.522932,2189.271924,2073.522932,2189.271924,2073.522932,2189.271924,0.007878,75
0.220228,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.938219,-0.000000,-0.000000,-0.249710,1.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,4858.706471,-0.000000,0.000000,-0.000000,2072.900038,2188.615180,2072.900038,2188.615180,2072.900038,2188.615180,2072.900038,2188.615180,0.007807,75
0.225255,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.936983,-0.000000,-0.000000,-0.245836,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,4855.768201,-0.000000,0.000000,-0.000000,2072.294234,2187.976237,2072.294234,2187.976237,2072.294234,2187.976237,2072.294234,2187.976237,0.007739,75
0.230326,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.935756,-0.000000,-0.000000,-0.241954,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,4852.755120,-0.000000,0.000000,-0.000000,2071.672850,2187.320635,2071.672850,2187.320635,2071.672850,2187.320635,2071.672850,2187.320635,0.007669,75
0.235229,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.934588,-0.000000,-0.000000,-0.238228,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,4849.724728,-0.000000,0.000000,-0.000000,2071.047738,2186.660862,2071.047738,2186.660862,2071.047738,2186.660862,2071.047738,2186.660862,0.007598,75
0.240218,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.933419,-0.000000,-0.000000,-0.234464,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,4846.804836,-0.000000,0.000000,-0.000000,2070.445267,2186.024758,2070.445267,2186.024758,2070.445267,2186.024758,2070.445267,2186.024758,0.007530,75
0.245333,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.932239,-0.000000,-0.000000,-0.230634,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4843.844522,-0.000000,0.000000,-0.000000,2069.834305,2185.379455,2069.834305,2185.379455,2069.834305,2185.379455,2069.834305,2185.379455,0.007461,75
0.250335,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.931104,-0.000000,-0.000000,-0.226919,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4840.822305,-0.000000,0.000000,-0.000000,2069.210407,2184.720245,2069.210407,2184.720245,2069.210407,2184.720245,2069.210407,2184.720245,0.007391,75
0.255234,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.930010,-0.000000,-0.000000,-0.223308,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4837.879764,-0.000000,0.000000,-0.000000,2068.602803,2184.078009,2068.602803,2184.078009,2068.602803,2184.078009,2068.602803,2184.078009,0.007323,75
0.260340,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.928889,-0.000000,-0.000000,-0.219576,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4835.011119,-0.000000,0.000000,-0.000000,2068.010309,2183.451514,2068.010309,2183.451514,2068.010309,2183.451514,2068.010309,2183.451514,0.007256,75
0.265224,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.927834,-0.000000,-0.000000,-0.216036,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4832.035645,-0.000000,0.000000,-0.000000,2067.395596,2182.801281,2067.395596,2182.801281,2067.395596,2182.801281,2067.395596,2182.801281,0.007187,75
0.270238,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.926768,-0.000000,-0.000000,-0.212432,1.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,4829.204246,-0.000000,0.000000,-0.000000,2066.810500,2182.182145,2066.810500,2182.182145,2066.810500,2182.182145,2066.810500,2182.182145,0.007122,75
0.275276,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.925716,-0.000000,-0.000000,-0.208842,1.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,4826.312275,-0.000000,0.000000,-0.000000,2066.212737,2181.549371,2066.212737,2181.549371,2066.212737,2181.549371,2066.212737,2181.549371,0.007055,75
0.280338,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.924677,-0.000000,-0.000000,-0.205266,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4823.422227,-0.000000,0.000000,-0.000000,2065.615219,2180.916619,2065.615219,2180.916619,2065.615219,2180.916619,2065.615219,2180.916619,0.006988,75
0.285322,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.923672,-0.000000,-0.000000,-0.201776,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4820.533916,-0.000000,0.000000,-0.000000,2065.017907,2180.283847,2065.017907,2180.283847,2065.017907,2180.283847,2065.017907,2180.283847,0.006922,75
0.290325,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.922679,-0.000000,-0.000000,-0.198303,1.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,4817.706741,-0.000000,0.000000,-0.000000,2064.433089,2179.664079,2064.433089,2179.664079,2064.433089,2179.664079,2064.433089,2179.664079,0.006856,75
0.295339,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.921702,-0.000000,-0.000000,-0.194854,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4814.884165,-0.000000,0.000000,-0.000000,2063.849073,2179.044933,2063.849073,2179.044933,2063.849073,2179.044933,2063.849073,2179.044933,0.006791,75
0.300339,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.920745,-0.000000,-0.000000,-0.191445,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4812.071817,-0.000000,0.000000,-0.000000,2063.267024,2178.427647,2063.267024,2178.427647,2063.267024,2178.427647,2063.267024,2178.427647,0.006727,75
0.305223,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.919826,-0.000000,-0.000000,-0.188144,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4809.283733,-0.000000,0.000000,-0.000000,2062.689848,2177.815305,2062.689848,2177.815305,2062.689848,2177.815305,2062.689848,2177.815305,0.006662,75
0.310341,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.918881,-0.000000,-0.000000,-0.184718,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4806.575478,-0.000000,0.000000,-0.000000,2062.129056,2177.220133,2062.129056,2177.220133,2062.129056,2177.220133,2062.129056,2177.220133,0.006600,75
0.315347,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.917973,-0.000000,-0.000000,-0.181397,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4803.755399,-0.000000,0.000000,-0.000000,2061.544959,2176.600005,2061.544959,2176.600005,2061.544959,2176.600005,2061.544959,2176.600005,0.006535,75
0.320227,0,-5.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.000000,-0.000000,3.917103,-0.000000,-0.000000,-0.178188,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,4801.012682,-0.000000,0.000000,-0.000000,2060.976735,2175.996514,2060.976735,2175.996514,2060.976735,2175.996514,2060.976735,2175.996514,0.006472,75
